Marcos Sabino	Sivuca	Jamil Joanes with Bass / Electric Bass, Contrabass"
Marcos Sabino	Chico Batera	Jamil Joanes with Bass / Vocals"
Marcos Sabino	Angela Ro Ro	Jamil Joanes with Bass / Bass"
Marcos Sabino	Luiz Melodia	Jamil Joanes with Bass / Bass"
Marcos Sabino	Raul Seixas	Jamil Joanes with Bass / Bass"
Marcos Sabino	Hyldon	Jamil Joanes with Bass / Vocals"
Marcos Sabino	Maria Bethânia	Jamil Joanes with Bass / Bass"
Marcos Sabino	Banda Black Rio	Jamil Joanes with Bass / Electric Bass, Bass"
Marcos Sabino	Lizzy Mercier Descloux	Jamil Joanes with Bass / Bass"
Marcos Sabino	Marcelo (2)	Jamil Joanes with Bass / Electric Bass"
Marcos Sabino	Tavito	Jamil Joanes with Bass / Bass"
Marcos Sabino	Dom Mita	Jamil Joanes with Bass / Bass"
Marcos Sabino	Ithamara Koorax	Jamil Joanes with Bass / Bass "
Marcos Sabino	Leila Pinheiro	Jamil Joanes with Bass / Bass"
Marcos Sabino	Gal Costa	Jamil Joanes with Bass / Bass"
Marcos Sabino	Vitor Ramil	Jamil Joanes with Bass / Bass"
Flávio Venturini	Wagner Tiso	Paulinho Carvalho with Bass / Electric Bass"
Flávio Venturini	14 Bis	Sérgio Magrão with Bass / Bass, Percussion, Vocals"
Flávio Venturini	Milton Nascimento	Paulinho Carvalho with Bass / Bass"
Flávio Venturini	Milton Nascimento	Toninho Horta with Guitar / Guitar [Violão], Twelve-string Guitar, Electric Guitar, Guitar [12-string, Electric], Directed By, Guitar, Vocals, Drums, Piano, Trumpet, Bass"
Placa Luminosa	Quarteto Em Cy	Luizão Maia with Drums / Double Bass, Double Bass [Contrabass]"
Placa Luminosa	Djavan	Luizão Maia with Drums / Bass"
Placa Luminosa	Elis Regina	Luizão Maia with Drums / Electric Bass, Bass"
Placa Luminosa	Wagner Tiso	Luizão Maia with Drums / Bass"
Placa Luminosa	Maria Creuza	Luizão Maia with Drums / Bass"
Placa Luminosa	Jotan	Luizão Maia with Drums / Bass"
Placa Luminosa	Antonio Carlos E Jocafi	Luizão Maia with Drums / Bass"
Placa Luminosa	João Bosco	Luizão Maia with Drums / Bass"
Placa Luminosa	Ivan Lins	Luizão Maia with Drums / Electric Bass"
Placa Luminosa	João Nogueira	Luizão Maia with Drums / Bass"
Walter Franco	Olivia Byington	Pedro Ivo with Bass / Bass"
Walter Franco	Ivan Lins	Sérgio Hinds with Guitar / Bass"
Dori Caymmi (2)	Milton Nascimento	Toninho Horta with Featuring / Guitar [Violão], Twelve-string Guitar, Electric Guitar, Guitar [12-string, Electric], Directed By, Guitar, Vocals, Drums, Piano, Trumpet, Bass"
Pau Brasil	Garoto	Teco Cardoso with Alto Saxophone, Soprano Saxophone, Flute [Do, Sol, Pífano, Bass Flute] / Flute [C Flute]"
Tony Bizarro	Quinteto Ternura	Alexandre (5) with Bass, Guitar Synthesizer [Mutron] / Bass"
Tony Bizarro	Junior E Mariana	Paulo Cesar with Bass / Bass"
Tony Bizarro	Hyldon	Alexandre (5) with Bass, Guitar Synthesizer [Mutron] / Bass"
Tony Bizarro	Antonio Carlos E Jocafi	Alexandre (5) with Bass, Guitar Synthesizer [Mutron] / Bass"
Tony Bizarro	José Roberto Bertrami	Alexandre (5) with Bass, Guitar Synthesizer [Mutron] / Bass Guitar"
Tony Bizarro	Silvio Cesar	Alexandre (5) with Bass, Guitar Synthesizer [Mutron] / Bass"
Eduardo Araujo	Jards Macalé	Lanny Gordin with Guitar / Arranged By, Bass, Acoustic Guitar"
Eduardo Araujo	Gilberto Gil	Lanny Gordin with Guitar / Electric Guitar, Bass, Electric Guitar, Guitar, Bass"
Ednardo	Nilze Carvalho	Gabriel Bahlis with Acoustic Bass, Electric Bass / Bass"
Ednardo	Alceu Valença	Gabriel Bahlis with Acoustic Bass, Electric Bass / Bass"
Egberto Gismonti	Quarteto Em Cy	Luiz Alves with Contrabass, Bass / Double Bass [Acoustic], Acoustic Bass"
Egberto Gismonti	Tunai	Luiz Alves with Contrabass, Bass / Acoustic Bass"
Egberto Gismonti	Pacifico Mascarenhas	Novelli with Lyrics By, Written-By / Electric Bass"
Egberto Gismonti	Mário Castro Neves & Samba S.A.	Novelli with Lyrics By, Written-By / Acoustic Bass"
Egberto Gismonti	Osmar Milito & Ventura Six Band (Summer In Brazil)	Luiz Alves with Contrabass, Bass / Acoustic Bass [Baixo Acústico]"
Egberto Gismonti	Elis Regina	Nenê with Drums, Percussion / Bass"
Egberto Gismonti	Jovem Braza	Novelli with Lyrics By, Written-By / Bass "
Egberto Gismonti	Danilo Caymmi	Novelli with Lyrics By, Written-By / Piano, Bass"
Egberto Gismonti	Chico Buarque	Luiz Alves with Contrabass, Bass / Bass"
Egberto Gismonti	Miucha	Novelli with Lyrics By, Written-By / Electric Bass, Acoustic Bass, Performer, Backing Vocals, Acoustic Bass"
Egberto Gismonti	Miucha	Luiz Alves with Contrabass, Bass / Performer, Acoustic Bass"
Egberto Gismonti	Elizeth Cardoso	Zeca Assumpção with Contrabass, Bass / Acoustic Bass"
Egberto Gismonti	Wagner Tiso	Luiz Alves with Contrabass, Bass / Written-By"
Egberto Gismonti	Burnier & Cartier	Novelli with Lyrics By, Written-By / Acoustic Bass"
Egberto Gismonti	Nelson Angelo	Novelli with Lyrics By, Written-By / Electric Bass"
Egberto Gismonti	Nelson Angelo	Luiz Alves with Contrabass, Bass / Acoustic Bass"
Egberto Gismonti	Francis Hime	Novelli with Lyrics By, Written-By / Bass"
Egberto Gismonti	Dorival Caymmi	Luiz Alves with Contrabass, Bass / Bass"
Egberto Gismonti	João Donato	Novelli with Lyrics By, Written-By / Bass"
Egberto Gismonti	Taiguara	Novelli with Lyrics By, Written-By / Backing Vocals, Acoustic Bass"
Egberto Gismonti	Marlene (9)	Novelli with Lyrics By, Written-By / Bass"
Egberto Gismonti	Milton Nascimento	Novelli with Lyrics By, Written-By / Percussion, Bass, Organ, Bass, Vocals"
Egberto Gismonti	Milton Nascimento	Luiz Alves with Contrabass, Bass / Electric Bass, Bass [Electric]"
Egberto Gismonti	Alaide Costa	Novelli with Lyrics By, Written-By / Bass, Remix, Backing Vocals, Bass, Backing Vocals"
Egberto Gismonti	Elza Soares	Zeca Assumpção with Contrabass, Bass / Contrabass"
Egberto Gismonti	Leila Pinheiro	Zeca Assumpção with Contrabass, Bass / Bass, Acoustic Bass"
Egberto Gismonti	Gal Costa	Novelli with Lyrics By, Written-By / Bass"
Egberto Gismonti	Gal Costa	Luiz Alves with Contrabass, Bass / Double Bass, Acoustic Bass"
Egberto Gismonti	Ivan Lins	Luiz Alves with Contrabass, Bass / Electric Bass"
Sérgio Mendes & Brasil '65	Antonio Carlos Jobim	Sebastião Neto with Bass / Bass"
Sérgio Mendes & Brasil '65	João Donato & Seu Trio	Sebastião Neto with Bass / Bass"
Tim Maia	Conjunto Explosao Do Samba	Zé Carlos (5) with Electric Bass / Guitar"
Tim Maia	Marcos Sabino	Jamil Joanes with Bass / Bass"
Tim Maia	Kleiton & Kledir	Jamil Joanes with Bass / Bass"
Tim Maia	Octavio Burnier	Jamil Joanes with Bass / Bass"
Tim Maia	Marilia Barbosa	Jamil Joanes with Bass / Bass"
Tim Maia	Rita Lee & Roberto	Jamil Joanes with Bass / Bass"
Tim Maia	Os Pilantrocratas	Luiz Carlos Batera with Drums, Percussion, Vocals / Bass"
Tim Maia	Marina Lima	Jamil Joanes with Bass / Bass"
Tim Maia	Paulo André Barata	Jamil Joanes with Bass / Bass"
Tim Maia	Antonio Adolfo	Jamil Joanes with Bass / Bass, Acoustic Guitar, Bass"
Tim Maia	Sérgio Mendes	Jamil Joanes with Bass / Bass"
Tim Maia	Sivuca	Jamil Joanes with Bass / Electric Bass, Contrabass"
Tim Maia	Chico Batera	Jamil Joanes with Bass / Vocals"
Tim Maia	Angela Ro Ro	Jamil Joanes with Bass / Bass"
Tim Maia	Luiz Melodia	Jamil Joanes with Bass / Bass"
Tim Maia	Cassiano	Capacete with Electric Bass / Electric Bass"
Tim Maia	Raul Seixas	Jamil Joanes with Bass / Bass"
Tim Maia	Carlos Dafé	Jamil Joanes with Bass / Backing Vocals, Bass"
Tim Maia	Hyldon	Jamil Joanes with Bass / Vocals"
Tim Maia	João Donato	Aurino Ferreira with Baritone Saxophone / Tenor Saxophone, Bass Clarinet"
Tim Maia	Maria Bethânia	Jamil Joanes with Bass / Bass"
Tim Maia	Banda Black Rio	Jamil Joanes with Bass / Electric Bass, Bass"
Tim Maia	Lizzy Mercier Descloux	Jamil Joanes with Bass / Bass"
Tim Maia	Marcelo (2)	Jamil Joanes with Bass / Electric Bass"
Tim Maia	Tavito	Jamil Joanes with Bass / Bass"
Tim Maia	Dom Mita	Jamil Joanes with Bass / Bass"
Tim Maia	Ithamara Koorax	Jamil Joanes with Bass / Bass "
Tim Maia	Walter Alfaiate	Jamil Joanes with Bass / Bass"
Tim Maia	Leila Pinheiro	Jamil Joanes with Bass / Bass"
Tim Maia	Gal Costa	Jamil Joanes with Bass / Bass"
Tim Maia	Ivan Lins	Zé Carlos (5) with Electric Bass / Acoustic Guitar, Cavaquinho"
Tim Maia	Vitor Ramil	Jamil Joanes with Bass / Bass"
O Têrço	Ivan Lins	Sérgio Hinds with Guitar, Guitar, Vocals, Written-By / Bass"
Quinteto Ternura	Hyldon	Alexandre (5) with Bass / Bass"
Quinteto Ternura	José Roberto Bertrami	Alexandre (5) with Bass / Bass Guitar"
Quinteto Ternura	Silvio Cesar	Alexandre (5) with Bass / Bass"
Bina & Ehud	Francis Hime	Wilson Das Neves with Drums / Bass, Drums"
Airto Moreira	César Camargo Mariano	Abraham Laboriel with Bass / Bass"
Airto Moreira	Djavan	Abraham Laboriel with Bass / Bass"
Airto Moreira	Luiz Bonfá	Ron Carter with Bass / Bass"
Airto Moreira	Antonio Carlos Jobim	Ron Carter with Bass / Bass, Acoustic Bass"
Airto Moreira	Miucha	Ron Carter with Bass / Contrabass, Acoustic Bass"
Airto Moreira	Yana Purim	Byron Miller with Bass / Electric Bass"
Airto Moreira	Ithamara Koorax	Ron Carter with Bass / Featuring, Bass "
Airto Moreira	Astrud Gilberto	Ron Carter with Bass / Bass"
Airto Moreira	Andy Summers	Abraham Laboriel with Bass / Bass"
Ed Lincoln	Tania Maria	Luiz Marinho with Bass / Bass"
Ed Lincoln	Turma Da Gafieira	Luiz Marinho with Bass / Bass"
Ed Lincoln	Eumir Deodato	Luiz Marinho with Bass / Bass, Bass "
Mallu Magalhães	Banda Do Mar	Marcelo Camelo with Producer / Percussion, Bass, Vocals, Guitar, Acoustic Guitar"
Os Catedráticos	Márcia	Sergio Barroso with Contrabass / Bass"
Os Catedráticos	Roberto Silva	Rubens Bassini with Percussion / Ganzá"
Os Catedráticos	Francis Hime	Wilson Das Neves with Drums / Bass, Drums"
Os Catedráticos	Caetano Veloso	Sergio Barroso with Contrabass / Electric Bass, Bass"
Os Catedráticos	Zé Bodega	Rubens Bassini with Percussion / Percussion"
Clementina De Jesus	Francis Hime	Wilson Das Neves with Drums / Bass, Drums"
Sérgio Ricardo	Piry Reis	Bororó with Electric Bass / Electric Bass"
Sérgio Ricardo	Paulinho Mocidade	Bororó with Electric Bass / Bass"
Sérgio Ricardo	Rildo Hora	Bororó with Electric Bass / Electric Bass"
Samba Soul	Hyldon	Rubão with Percussion / Bass"
Samba Soul	Gal Costa	Claudio Bertrami with Bass / Bass"
Tamba Trio	Tamba 4	Bebeto Castilho with Bass, Percussion, Flute [In C And G], Vocals [Solos] / Flute, Bass, Congas, Flute [Sol]"
Tamba Trio	Sylvia Telles	Bebeto Castilho with Bass, Percussion, Flute [In C And G], Vocals [Solos] / Bass"
Tamba Trio	Milton Nascimento	Bebeto Castilho with Bass, Percussion, Flute [In C And G], Vocals [Solos] / Flute, Vocals"
Tamba Trio	Nara Leão	Bebeto Castilho with Bass, Percussion, Flute [In C And G], Vocals [Solos] / Flute, Vocals, Bass"
Quarteto Em Cy	Placa Luminosa	Luizão Maia with Double Bass, Double Bass [Contrabass] / Drums"
Quarteto Em Cy	Egberto Gismonti	Luiz Alves with Double Bass [Acoustic], Acoustic Bass / Contrabass, Bass"
Quarteto Em Cy	Tamba Trio	Bebeto Castilho with Bass / Bass, Percussion, Flute [In C And G], Vocals [Solos]"
Quarteto Em Cy	Tunai	Luiz Alves with Double Bass [Acoustic], Acoustic Bass / Acoustic Bass"
Quarteto Em Cy	Vox Populi (4)	Fernando Leporace with Orchestrated By, Conductor, Bass / Bass"
Quarteto Em Cy	Fátima Guedes	Fernando Leporace with Orchestrated By, Conductor, Bass / Bass"
Quarteto Em Cy	Edson Frederico	Bebeto Castilho with Bass / Bass"
Quarteto Em Cy	Tamba 4	Bebeto Castilho with Bass / Flute, Bass, Congas, Flute [Sol]"
Quarteto Em Cy	Djavan	Luizão Maia with Double Bass, Double Bass [Contrabass] / Bass"
Quarteto Em Cy	Osmar Milito & Ventura Six Band (Summer In Brazil)	Luiz Alves with Double Bass [Acoustic], Acoustic Bass / Acoustic Bass [Baixo Acústico]"
Quarteto Em Cy	Elis Regina	Luizão Maia with Double Bass, Double Bass [Contrabass] / Electric Bass, Bass"
Quarteto Em Cy	Danilo Caymmi	Fernando Leporace with Orchestrated By, Conductor, Bass / Vocals, Bass"
Quarteto Em Cy	Chico Buarque	Fernando Leporace with Orchestrated By, Conductor, Bass / Bass"
Quarteto Em Cy	Chico Buarque	Luiz Alves with Double Bass [Acoustic], Acoustic Bass / Bass"
Quarteto Em Cy	Miucha	Luiz Alves with Double Bass [Acoustic], Acoustic Bass / Performer, Acoustic Bass"
Quarteto Em Cy	Sylvia Telles	Bebeto Castilho with Bass / Bass"
Quarteto Em Cy	Wagner Tiso	Luizão Maia with Double Bass, Double Bass [Contrabass] / Bass"
Quarteto Em Cy	Wagner Tiso	Luiz Alves with Double Bass [Acoustic], Acoustic Bass / Written-By"
Quarteto Em Cy	Maria Creuza	Luizão Maia with Double Bass, Double Bass [Contrabass] / Bass"
Quarteto Em Cy	Burnier & Cartier	Bebeto Castilho with Bass / Bass"
Quarteto Em Cy	Nelson Angelo	Luiz Alves with Double Bass [Acoustic], Acoustic Bass / Acoustic Bass"
Quarteto Em Cy	Edu Lobo	Bebeto Castilho with Bass / Flute, Bass"
Quarteto Em Cy	Maurício Gueiros	Fernando Leporace with Orchestrated By, Conductor, Bass / Electric Bass"
Quarteto Em Cy	Dorival Caymmi	Luiz Alves with Double Bass [Acoustic], Acoustic Bass / Bass"
Quarteto Em Cy	Jotan	Luizão Maia with Double Bass, Double Bass [Contrabass] / Bass"
Quarteto Em Cy	Antonio Carlos E Jocafi	Luizão Maia with Double Bass, Double Bass [Contrabass] / Bass"
Quarteto Em Cy	João Bosco	Luizão Maia with Double Bass, Double Bass [Contrabass] / Bass"
Quarteto Em Cy	João Bosco	Bebeto Castilho with Bass / Bass, Flute, Percussion"
Quarteto Em Cy	Joyce	Fernando Leporace with Orchestrated By, Conductor, Bass / Arranged By [Flutes], Flute, Vocals, Bass"
Quarteto Em Cy	Milton Nascimento	Bebeto Castilho with Bass / Flute, Vocals"
Quarteto Em Cy	Milton Nascimento	Tavito with Guitar / Bass Guitar , Lead Vocals, Guitar, Bass, Bells, Voice, Bass Guitar, Lead Vocals"
Quarteto Em Cy	Milton Nascimento	Luiz Alves with Double Bass [Acoustic], Acoustic Bass / Electric Bass, Bass [Electric]"
Quarteto Em Cy	Alaide Costa	Fernando Leporace with Orchestrated By, Conductor, Bass / Backing Vocals"
Quarteto Em Cy	Gal Costa	Luiz Alves with Double Bass [Acoustic], Acoustic Bass / Double Bass, Acoustic Bass"
Quarteto Em Cy	Ivan Lins	Luizão Maia with Double Bass, Double Bass [Contrabass] / Electric Bass"
Quarteto Em Cy	Ivan Lins	Luiz Alves with Double Bass [Acoustic], Acoustic Bass / Electric Bass"
Quarteto Em Cy	Nara Leão	Bebeto Castilho with Bass / Flute, Vocals, Bass"
Quarteto Em Cy	João Nogueira	Luizão Maia with Double Bass, Double Bass [Contrabass] / Bass"
Quarteto Em Cy	Le Trio Camara	Edu Lobo with Guitar, Producer [Assistant], Orchestrated By, Conductor / Bass"
Jararaca E Seu Conjuncto	Leny Andrade	José Alves with Banjo [Uncredited] / Double Bass"
Nilze Carvalho	Alceu Valença	Gabriel Bahlis with Bass / Bass"
Augusto Boal	Le Trio Camara	Edu Lobo with Music By / Bass"
Rogério Skylab	Silvia Machete	Luiz Antônio Gomes with Recorded By, Recorded By, Mixed By, Mastered By, Mixed By, Bass, Mastered By, Keyboards, Directed By [Musical], Keyboards, Piano, Percussion, Arranged By, Piano / Organ"
Kleiton & Kledir	Octavio Burnier	Jamil Joanes with Bass / Bass"
Kleiton & Kledir	Marilia Barbosa	Jamil Joanes with Bass / Bass"
Kleiton & Kledir	Marina Lima	Jamil Joanes with Bass / Bass"
Kleiton & Kledir	Paulo André Barata	Jamil Joanes with Bass / Bass"
Kleiton & Kledir	Antonio Adolfo	Jamil Joanes with Bass / Bass, Acoustic Guitar, Bass"
Kleiton & Kledir	Sivuca	Jamil Joanes with Bass / Electric Bass, Contrabass"
Kleiton & Kledir	Chico Batera	Jamil Joanes with Bass / Vocals"
Kleiton & Kledir	Raul Seixas	Jamil Joanes with Bass / Bass"
Kleiton & Kledir	Hyldon	Jamil Joanes with Bass / Vocals"
Kleiton & Kledir	Maria Bethânia	Jamil Joanes with Bass / Bass"
Kleiton & Kledir	Banda Black Rio	Jamil Joanes with Bass / Electric Bass, Bass"
Kleiton & Kledir	Marcelo (2)	Jamil Joanes with Bass / Electric Bass"
Kleiton & Kledir	Dom Mita	Jamil Joanes with Bass / Bass"
Kleiton & Kledir	Ithamara Koorax	Jamil Joanes with Bass / Bass "
Kleiton & Kledir	Leila Pinheiro	Jamil Joanes with Bass / Bass"
Kleiton & Kledir	Gal Costa	Jamil Joanes with Bass / Bass"
Kleiton & Kledir	Vitor Ramil	Jamil Joanes with Bass / Bass"
Itamar Assumpção	Anelis Assumpção	Lelena Anhaia with Bass / Acoustic Guitar, Vocals, Cavaquinho, Mandolin, Guitar"
Arthur Verocai	Os Pilantrocratas	Luiz Carlos Batera with Vocals / Bass"
Arthur Verocai	Milton Nascimento	Toninho Horta with Vocals / Guitar [Violão], Twelve-string Guitar, Electric Guitar, Guitar [12-string, Electric], Directed By, Guitar, Vocals, Drums, Piano, Trumpet, Bass"
Gera Samba	Ederaldo Gentil	Carlinhos Marques with Bass / Coro, Bass, Viola"
Gera Samba	É O Tchan	Carlinhos Marques with Bass / Coro, Bass"
Gera Samba	É O Tchan	Edilson Rodrigues with Bass / Bass"
Fernanda Takai	Ana Carolina	John Ulhoa with Arranged By, Guitar, Keyboards, Bass, Producer / Written-By"
Fernanda Takai	Pato Fu	John Ulhoa with Arranged By, Guitar, Keyboards, Bass, Producer / Vocals, Guitar, Producer"
Tunai	Wagner Tiso	Luiz Alves with Acoustic Bass / Written-By"
Tunai	Marcos Ariel	João Baptista with Bass [Baixolão Epiphone Fretless] / Bass, Producer, Mixed By"
Tunai	Gal Costa	Luiz Alves with Acoustic Bass / Double Bass, Acoustic Bass"
Ana Cañas	Arnaldo Baptista	Liminha with Mixed By, Producer / Bass"
Cartola	Raphael Rabello	Dininho with Electric Bass / Acoustic Bass"
Cartola	Francis Hime	Wilson Das Neves with Drums / Bass, Drums"
Seu Jorge	Paula Morelenbaum	Antonio Pinto with Cavaquinho, Bass, Caxixi, Percussion, Flute, Keyboards / Producer, Arranged By, Keyboards, Drums, Percussion, Bass, Producer"
Olivia Byington	Denise Emmer	Alain Pierre Magalhaes with Bass / Agogô, Arranged By, Acoustic Guitar, Viola, Psaltery, Acoustic Bass"
Piry Reis	Paulinho Mocidade	Bororó with Electric Bass / Bass"
Ederaldo Gentil	Gera Samba	Carlinhos Marques with Coro, Bass, Viola / Bass"
Ederaldo Gentil	É O Tchan	Carlinhos Marques with Coro, Bass, Viola / Coro, Bass"
Orlann Divo	Tony Bizarro	Alexandre (5) with Double Bass [Contra Baixo] / Bass, Guitar Synthesizer [Mutron]"
Orlann Divo	Quinteto Ternura	Alexandre (5) with Double Bass [Contra Baixo] / Bass"
Orlann Divo	Raul Seixas	Alexandre (5) with Double Bass [Contra Baixo] / Bass"
Orlann Divo	Hyldon	Alexandre (5) with Double Bass [Contra Baixo] / Bass"
Orlann Divo	Antonio Carlos E Jocafi	Alexandre (5) with Double Bass [Contra Baixo] / Bass"
Orlann Divo	José Roberto Bertrami	Alexandre (5) with Double Bass [Contra Baixo] / Bass Guitar"
Orlann Divo	Silvio Cesar	Alexandre (5) with Double Bass [Contra Baixo] / Bass"
Orlann Divo	João Nogueira	Airton Lima Barbosa with Bassoon [Fagote] / Bassoon"
Wilson Simoninha	Gal Costa	Robinho with Bass / Bass"
José Mauro	Francis Hime	Wilson Das Neves with Drums / Bass, Drums"
Egotrip (4)	Caetano Veloso	Arthur Maia with Vocals, Bass, Keyboards / Bass"
Egotrip (4)	Ivan Lins	Arthur Maia with Vocals, Bass, Keyboards / Bass"
Roberta Campos	Oswaldo Montenegro	Dunga with Bass / Bass"
Roberta Campos	Jorge Ben	Dadi with Piano [Fender Rhodes], Organ [Hammond] / Bass"
Roberta Campos	Moraes Moreira	Dadi with Piano [Fender Rhodes], Organ [Hammond] / Bass"
Roberta Campos	Lúdica Música!	Dunga with Bass / Bass"
Roberta Campos	Caetano Veloso	Dadi with Piano [Fender Rhodes], Organ [Hammond] / Electric Bass, Vocals"
Roberta Campos	Ivan Lins	Dunga with Bass / Bass"
Fátima Guedes	Vox Populi (4)	Fernando Leporace with Bass / Bass"
Fátima Guedes	Danilo Caymmi	Fernando Leporace with Bass / Vocals, Bass"
Fátima Guedes	Chico Buarque	Fernando Leporace with Bass / Bass"
Fátima Guedes	Maurício Gueiros	Fernando Leporace with Bass / Electric Bass"
Fátima Guedes	Joyce	Fernando Leporace with Bass / Arranged By [Flutes], Flute, Vocals, Bass"
Fátima Guedes	Milton Nascimento	Fernando Sizão with Bass / Percussion, Acoustic Bass"
Fátima Guedes	Alaide Costa	Fernando Leporace with Bass / Backing Vocals"
Pepeu Gomes	Cheiro De Vida	André Gomes with Bass / Performer"
Pepeu Gomes	Os Novos Baianos	Didi Gomes with Written-By / Bass"
Pepeu Gomes	Elza Soares	Didi Gomes with Written-By / Bass"
Edson Frederico	Tamba Trio	Bebeto Castilho with Bass / Bass, Percussion, Flute [In C And G], Vocals [Solos]"
Edson Frederico	Tamba 4	Bebeto Castilho with Bass / Flute, Bass, Congas, Flute [Sol]"
Edson Frederico	Sylvia Telles	Bebeto Castilho with Bass / Bass"
Edson Frederico	Francis Hime	Wilson Das Neves with Drums / Bass, Drums"
Edson Frederico	Milton Nascimento	Bebeto Castilho with Bass / Flute, Vocals"
Edson Frederico	Nara Leão	Bebeto Castilho with Bass / Flute, Vocals, Bass"
Octavio Burnier	Antonio Adolfo	Jamil Joanes with Bass / Bass, Acoustic Guitar, Bass"
Octavio Burnier	Hyldon	Jamil Joanes with Bass / Vocals"
Octavio Burnier	Maria Bethânia	Jamil Joanes with Bass / Bass"
Octavio Burnier	Banda Black Rio	Jamil Joanes with Bass / Electric Bass, Bass"
Octavio Burnier	Ithamara Koorax	Jamil Joanes with Bass / Bass "
Octavio Burnier	Leila Pinheiro	Jamil Joanes with Bass / Bass"
Octavio Burnier	Gal Costa	Jamil Joanes with Bass / Bass"
Oswaldo Montenegro	Arnaldo Baptista	Liminha with Producer / Bass"
Oswaldo Montenegro	Lúdica Música!	Dunga with Bass / Bass"
Oswaldo Montenegro	Ivan Lins	Dunga with Bass / Bass"
Pacifico Mascarenhas	Egberto Gismonti	Novelli with Electric Bass / Lyrics By, Written-By"
Pacifico Mascarenhas	Mário Castro Neves & Samba S.A.	Novelli with Electric Bass / Acoustic Bass"
Pacifico Mascarenhas	Jovem Braza	Novelli with Electric Bass / Bass "
Pacifico Mascarenhas	Danilo Caymmi	Novelli with Electric Bass / Piano, Bass"
Pacifico Mascarenhas	Miucha	Novelli with Electric Bass / Electric Bass, Acoustic Bass, Performer, Backing Vocals, Acoustic Bass"
Pacifico Mascarenhas	Nelson Angelo	Novelli with Electric Bass / Electric Bass"
Pacifico Mascarenhas	Francis Hime	Novelli with Electric Bass / Bass"
Pacifico Mascarenhas	João Donato	Novelli with Electric Bass / Bass"
Pacifico Mascarenhas	Taiguara	Novelli with Electric Bass / Backing Vocals, Acoustic Bass"
Pacifico Mascarenhas	Marlene (9)	Novelli with Electric Bass / Bass"
Pacifico Mascarenhas	Milton Nascimento	Novelli with Electric Bass / Percussion, Bass, Organ, Bass, Vocals"
Pacifico Mascarenhas	Milton Nascimento	Toninho Horta with Guitar  / Guitar [Violão], Twelve-string Guitar, Electric Guitar, Guitar [12-string, Electric], Directed By, Guitar, Vocals, Drums, Piano, Trumpet, Bass"
Pacifico Mascarenhas	Alaide Costa	Novelli with Electric Bass / Bass, Remix, Backing Vocals, Bass, Backing Vocals"
Pacifico Mascarenhas	Gal Costa	Novelli with Electric Bass / Bass"
Mário Castro Neves & Samba S.A.	Egberto Gismonti	Novelli with Acoustic Bass / Lyrics By, Written-By"
Mário Castro Neves & Samba S.A.	Jovem Braza	Novelli with Acoustic Bass / Bass "
Mário Castro Neves & Samba S.A.	Miucha	Novelli with Acoustic Bass / Electric Bass, Acoustic Bass, Performer, Backing Vocals, Acoustic Bass"
Mário Castro Neves & Samba S.A.	Nelson Angelo	Novelli with Acoustic Bass / Electric Bass"
Mário Castro Neves & Samba S.A.	Milton Nascimento	Novelli with Acoustic Bass / Percussion, Bass, Organ, Bass, Vocals"
Do Amor	A.B.R.A. Pré-Ca	Ricardo Dias Gomes with Vocals, Bass, Bass, Vocals / Bass"
